"Subject" "Activity" "smartDomain" "smartAcceleration" "smartInstrument" "smartJerk" "smartMagnitude" "smartStatistic" "smartAxis" "count" "average"
"2586" 7 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "X" 48 -0.974369045625
"2587" 7 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Y" 48 -0.981024680625
"2588" 7 4 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Z" 48 -0.980954665416667
"2589" 7 4 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 48 -0.981665122291667
"2590" 7 4 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 48 -0.976214430208333
"2591" 7 4 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "X" 48 0.284674637291667
"2592" 7 4 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 48 -0.01461097580375
"2593" 7 4 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 48 -0.122464597625
"2594" 7 4 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "X" 48 -0.972668374583333
"2595" 7 4 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 48 -0.909454698541667
"2596" 7 4 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 48 -0.8565329414375
"2597" 7 4 "Time" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 48 -0.918432107083333
"2598" 7 4 "Time" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 48 -0.881957619770833
"2599" 7 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 48 0.0668519793125
"2600" 7 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 48 0.0116863419310417
"2601" 7 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 48 0.0162004141964583
"2602" 7 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 48 -0.982158098125
"2603" 7 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 48 -0.969458676458333
"2604" 7 4 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 48 -0.972256472708333
"2605" 7 4 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 48 -0.976559676458333
"2606" 7 4 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 48 -0.970243274166667
"2607" 7 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "X" 48 0.969147824375
"2608" 7 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Y" 48 0.00608846646041667
"2609" 7 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Z" 48 0.0649636250354167
"2610" 7 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "X" 48 -0.957082433333333
"2611" 7 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Y" 48 -0.945436264583333
"2612" 7 4 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Z" 48 -0.868602535416667
"2613" 7 4 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "mean" "NA" 48 -0.918432107083333
"2614" 7 4 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "sd" "NA" 48 -0.881957619770833
"2615" 7 4 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "X" 48 -0.9436317575
"2616" 7 4 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 48 -0.956678065
"2617" 7 4 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 48 -0.9474199325
"2618" 7 4 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "X" 48 -0.9427264225
"2619" 7 4 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 48 -0.93824472
"2620" 7 4 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 48 -0.939826018125
"2621" 7 4 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 48 -0.933081955208333
"2622" 7 4 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 48 -0.895804978125
"2623" 7 4 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 48 -0.978634991458333
"2624" 7 4 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 48 -0.97496593875
"2625" 7 4 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "X" 48 -0.972697126875
"2626" 7 4 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 48 -0.93149063375
"2627" 7 4 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 48 -0.904675337916667
"2628" 7 4 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "X" 48 -0.972879966041667
"2629" 7 4 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 48 -0.904629195833333
"2630" 7 4 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 48 -0.844083052916667
"2631" 7 4 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 48 -0.90895677625
"2632" 7 4 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 48 -0.88691563825
"2633" 7 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 48 -0.982037243958333
"2634" 7 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 48 -0.969423612916667
"2635" 7 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 48 -0.968503504791667
"2636" 7 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 48 -0.984026344375
"2637" 7 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 48 -0.971814980208333
"2638" 7 4 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 48 -0.974699194375
"2639" 7 4 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 48 -0.970954184166667
"2640" 7 4 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 48 -0.9684948675
"2641" 7 5 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "X" 53 -0.0291582212545283
"2642" 7 5 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 53 -0.0774336443396226
"2643" 7 5 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 53 0.0851045000566038
"2644" 7 5 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "X" 53 -0.945247687358491
"2645" 7 5 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 53 -0.949646946792453
"2646" 7 5 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 53 -0.951630777358491
"2647" 7 5 "Time" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 53 -0.943425564528302
"2648" 7 5 "Time" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 53 -0.918438958867924
"2649" 7 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "X" 53 -0.0901539662169811
"2650" 7 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Y" 53 -0.0412797611886792
"2651" 7 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Z" 53 -0.0545390015471698
"2652" 7 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "X" 53 -0.96598339754717
"2653" 7 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Y" 53 -0.976837757358491
"2654" 7 5 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Z" 53 -0.978166790943396
"2655" 7 5 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 53 -0.977377083018868
"2656" 7 5 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 53 -0.97210793
"2657" 7 5 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "X" 53 0.282723539433962
"2658" 7 5 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 53 -0.0145740341037736
"2659" 7 5 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 53 -0.0997778303207547
"2660" 7 5 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "X" 53 -0.979307570377358
"2661" 7 5 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 53 -0.923400921886792
"2662" 7 5 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 53 -0.917064168490566
"2663" 7 5 "Time" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 53 -0.942724659245283
"2664" 7 5 "Time" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 53 -0.933590156792453
"2665" 7 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 53 0.0751915112830189
"2666" 7 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 53 0.00694700354075472
"2667" 7 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 53 -0.0108420294035849
"2668" 7 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 53 -0.976403544716981
"2669" 7 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 53 -0.965810609622642
"2670" 7 5 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 53 -0.972060053207547
"2671" 7 5 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 53 -0.973381306226415
"2672" 7 5 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 53 -0.968566356037736
"2673" 7 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "X" 53 0.958728687924528
"2674" 7 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Y" 53 -0.117607048924528
"2675" 7 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Z" 53 -0.0516573721320755
"2676" 7 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "X" 53 -0.987917503962264
"2677" 7 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Y" 53 -0.966162998679245
"2678" 7 5 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Z" 53 -0.939161014716981
"2679" 7 5 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "mean" "NA" 53 -0.942724659245283
"2680" 7 5 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "sd" "NA" 53 -0.933590156792453
"2681" 7 5 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "X" 53 -0.938121637735849
"2682" 7 5 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 53 -0.957548671320755
"2683" 7 5 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 53 -0.957165056226415
"2684" 7 5 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "X" 53 -0.947891986226415
"2685" 7 5 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 53 -0.945818157735849
"2686" 7 5 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 53 -0.954339406415094
"2687" 7 5 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 53 -0.93870498490566
"2688" 7 5 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 53 -0.919848139056604
"2689" 7 5 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 53 -0.973671168679245
"2690" 7 5 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 53 -0.971899418301887
"2691" 7 5 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "X" 53 -0.976681834339623
"2692" 7 5 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 53 -0.941883783773585
"2693" 7 5 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 53 -0.938550519811321
"2694" 7 5 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "X" 53 -0.980541336037736
"2695" 7 5 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 53 -0.919118753018868
"2696" 7 5 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 53 -0.912358813773585
"2697" 7 5 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 53 -0.945611450377358
"2698" 7 5 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 53 -0.93728796509434
"2699" 7 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 53 -0.976323086226415
"2700" 7 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 53 -0.967165093018868
"2701" 7 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 53 -0.968229643018868
"2702" 7 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 53 -0.978729082830189
"2703" 7 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 53 -0.966850290188679
"2704" 7 5 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 53 -0.974533710754717
"2705" 7 5 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 53 -0.967417888301887
"2706" 7 5 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 53 -0.969092161886792
"2707" 7 6 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "X" 52 -0.00282641913096154
"2708" 7 6 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 52 -0.133605695057692
"2709" 7 6 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 52 0.155920029769231
"2710" 7 6 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "X" 52 -0.9601268225
"2711" 7 6 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 52 -0.945071935384615
"2712" 7 6 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 52 -0.955294890576923
"2713" 7 6 "Time" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 52 -0.915793634807692
"2714" 7 6 "Time" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 52 -0.918662459038462
"2715" 7 6 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "X" 52 -0.105944243484615
"2716" 7 6 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Y" 52 -0.0358897425826923
"2717" 7 6 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Z" 52 -0.0671901794615385
"2718" 7 6 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "X" 52 -0.9738372325
"2719" 7 6 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Y" 52 -0.976483727307692
"2720" 7 6 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Z" 52 -0.988871878269231
"2721" 7 6 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 52 -0.983008829038462
"2722" 7 6 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 52 -0.971205137884615
"2723" 7 6 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "X" 52 0.250176694038462
"2724" 7 6 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 52 -0.0204411516884615
"2725" 7 6 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 52 -0.101361036576923
"2726" 7 6 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "X" 52 -0.93651361
"2727" 7 6 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 52 -0.926262668653846
"2728" 7 6 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 52 -0.952978365961539
"2729" 7 6 "Time" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 52 -0.936392023846154
"2730" 7 6 "Time" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 52 -0.907039513153846
"2731" 7 6 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 52 0.0968904018076923
"2732" 7 6 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 52 0.0250624183634615
"2733" 7 6 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 52 -0.0131653918205769
"2734" 7 6 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 52 -0.980977756153846
"2735" 7 6 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 52 -0.973093160192308
"2736" 7 6 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 52 -0.972983064230769
"2737" 7 6 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 52 -0.980127239615385
"2738" 7 6 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 52 -0.967310932307692
"2739" 7 6 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "X" 52 -0.502814250576923
"2740" 7 6 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Y" 52 0.393444278076923
"2741" 7 6 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Z" 52 0.907537823461538
"2742" 7 6 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "X" 52 -0.914221270096154
"2743" 7 6 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Y" 52 -0.955543549230769
"2744" 7 6 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Z" 52 -0.961908984423077
"2745" 7 6 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "mean" "NA" 52 -0.936392023846154
"2746" 7 6 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "sd" "NA" 52 -0.907039513153846
"2747" 7 6 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "X" 52 -0.953684547692308
"2748" 7 6 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 52 -0.957570207692308
"2749" 7 6 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 52 -0.956905310961538
"2750" 7 6 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "X" 52 -0.962348254423077
"2751" 7 6 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 52 -0.939727873653846
"2752" 7 6 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 52 -0.9588764125
"2753" 7 6 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 52 -0.941130719230769
"2754" 7 6 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 52 -0.918892518653846
"2755" 7 6 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 52 -0.974117912115385
"2756" 7 6 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 52 -0.969403035384615
"2757" 7 6 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "X" 52 -0.953424245576923
"2758" 7 6 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 52 -0.942193953846154
"2759" 7 6 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 52 -0.958611644615385
"2760" 7 6 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "X" 52 -0.931120580576923
"2761" 7 6 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 52 -0.922917902307692
"2762" 7 6 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 52 -0.953380646346154
"2763" 7 6 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 52 -0.927976880634615
"2764" 7 6 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 52 -0.910542462919231
"2765" 7 6 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 52 -0.980393046923077
"2766" 7 6 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 52 -0.972531648846154
"2767" 7 6 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 52 -0.969524977692308
"2768" 7 6 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 52 -0.983560175384615
"2769" 7 6 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 52 -0.975886145
"2770" 7 6 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 52 -0.975072995192308
"2771" 7 6 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 52 -0.968066259230769
"2772" 7 6 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 52 -0.965359228076923
"2773" 8 1 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "X" 48 0.0235088228254167
"2774" 8 1 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 48 -0.095791790535
"2775" 8 1 "Time" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 48 0.0509657915395833
"2776" 8 1 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "X" 48 -0.1992097184375
"2777" 8 1 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 48 -0.2119972775
"2778" 8 1 "Time" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 48 -0.0754447842395833
"2779" 8 1 "Time" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 48 -0.00310243820125
"2780" 8 1 "Time" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 48 -0.238746703958333
"2781" 8 1 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "X" 48 -0.135886431360417
"2782" 8 1 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Y" 48 -0.0314880905541667
"2783" 8 1 "Time" "NA" "Gyroscope" "Jerk" "NA" "mean" "Z" 48 -0.0522683965333333
"2784" 8 1 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "X" 48 -0.2460827504375
"2785" 8 1 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Y" 48 -0.428055700208333
"2786" 8 1 "Time" "NA" "Gyroscope" "Jerk" "NA" "sd" "Z" 48 -0.388446971666667
"2787" 8 1 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 48 -0.339129269583333
"2788" 8 1 "Time" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 48 -0.502957255416667
"2789" 8 1 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "X" 48 0.27468631
"2790" 8 1 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 48 -0.0186628865310417
"2791" 8 1 "Time" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 48 -0.107252090833333
"2792" 8 1 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "X" 48 -0.173605736002083
"2793" 8 1 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 48 0.380782052708333
"2794" 8 1 "Time" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 48 -0.1420885318125
"2795" 8 1 "Time" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 48 0.0516786278104167
"2796" 8 1 "Time" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 48 -0.1804072826
"2797" 8 1 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 48 0.0703393490833333
"2798" 8 1 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 48 -0.00603947514583333
"2799" 8 1 "Time" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 48 -0.000673798876875
"2800" 8 1 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 48 -0.2586886278125
"2801" 8 1 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 48 0.233987544458333
"2802" 8 1 "Time" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 48 -0.383200596479167
"2803" 8 1 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 48 -0.0668322430433333
"2804" 8 1 "Time" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 48 -0.184571053979167
"2805" 8 1 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "X" 48 0.913586347916667
"2806" 8 1 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Y" 48 -0.217102194583333
"2807" 8 1 "Time" "Gravity" "Accelerometer" "NA" "NA" "mean" "Z" 48 -0.186267836962021
"2808" 8 1 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "X" 48 -0.974752050208333
"2809" 8 1 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Y" 48 -0.956781505625
"2810" 8 1 "Time" "Gravity" "Accelerometer" "NA" "NA" "sd" "Z" 48 -0.956640104791667
"2811" 8 1 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "mean" "NA" 48 0.0516786278104167
"2812" 8 1 "Time" "Gravity" "Accelerometer" "NA" "Magnitude" "sd" "NA" 48 -0.1804072826
"2813" 8 1 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "X" 48 -0.102063053808333
"2814" 8 1 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Y" 48 -0.259729692333333
"2815" 8 1 "Freq" "NA" "Gyroscope" "NA" "NA" "mean" "Z" 48 -0.132902199479167
"2816" 8 1 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "X" 48 -0.234252005895833
"2817" 8 1 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Y" 48 -0.1908057215
"2818" 8 1 "Freq" "NA" "Gyroscope" "NA" "NA" "sd" "Z" 48 -0.1429742348125
"2819" 8 1 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "mean" "NA" 48 -0.301241848645833
"2820" 8 1 "Freq" "NA" "Gyroscope" "NA" "Magnitude" "sd" "NA" 48 -0.327459577895833
"2821" 8 1 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "mean" "NA" 48 -0.473026230833333
"2822" 8 1 "Freq" "NA" "Gyroscope" "Jerk" "Magnitude" "sd" "NA" 48 -0.581240190833333
"2823" 8 1 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "X" 48 -0.247389011875
"2824" 8 1 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Y" 48 0.316982393333333
"2825" 8 1 "Freq" "Body" "Accelerometer" "NA" "NA" "mean" "Z" 48 -0.238634594791667
"2826" 8 1 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "X" 48 -0.148386858858333
"2827" 8 1 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Y" 48 0.32484493125
"2828" 8 1 "Freq" "Body" "Accelerometer" "NA" "NA" "sd" "Z" 48 -0.158437341970833
"2829" 8 1 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "mean" "NA" 48 -0.09521728274375
"2830" 8 1 "Freq" "Body" "Accelerometer" "NA" "Magnitude" "sd" "NA" 48 -0.360818978541667
"2831" 8 1 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "X" 48 -0.311198711041667
"2832" 8 1 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Y" 48 0.0796832872416667
"2833" 8 1 "Freq" "Body" "Accelerometer" "Jerk" "NA" "mean" "Z" 48 -0.361563262083333
"2834" 8 1 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "X" 48 -0.271448185291667
"2835" 8 1 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Y" 48 0.315883536479167
"2836" 8 1 "Freq" "Body" "Accelerometer" "Jerk" "NA" "sd" "Z" 48 -0.4044825094375
"2837" 8 1 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "mean" "NA" 48 -0.123834409766667
"2838" 8 1 "Freq" "Body" "Accelerometer" "Jerk" "Magnitude" "sd" "NA" 48 -0.276436130125
